ID,Block Number,Restriction,Time Limit,Street,Payment Time,Total Space,Hourly Rate,Mobile Payment Number,Pay Type,Business Zone,Center Point,Line
758,4233,"AM, PM",4 HOUR,William Ave,0900 - 1530,8,2.75,204640,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1527301191026 49.9033061801662),"MULTILINESTRING ((-97.1523791410818 49.9031934605647, -97.1530810995525 49.9034188989618))"
1596,PBP-133,NONE,2 HOUR,Stanley St,0800 - 1730,9,1.75,204707,PaybyPhone Only,No Biz Zone,POINT (-97.1402220486056 49.9033756323947),"MULTILINESTRING ((-97.1403612177635 49.9031943732997, -97.1400828784332 49.9035568912824))"
760,PBP-177,"AM, PM",4 HOUR,Notre Dame Ave,0900 - 1530,1,2.75,204623,PaybyPhone Only,Health Science Centre,POINT (-97.1609209783825 49.9020541469066),"MULTILINESTRING ((-97.1608898014083 49.9020441611245, -97.1609521652809 49.9020641358548))"
677,,NONE,2 HOUR,Graham Ave,,5,,999999999,,,POINT (-97.1409347559476 49.8924710928082),"MULTILINESTRING ((-97.1407706033519 49.8925083538441, -97.1410989098511 49.8924338311861))"
65,3160,NONE,2 HOUR,William Stephenson Way,0800 - 1730,5,1.75,204437,"Paystation, PaybyPhone",Downtown,POINT (-97.1363271915396 49.893651542626),"MULTILINESTRING ((-97.1361021308889 49.8935823362511, -97.136552253816 49.8937207488668))"
299,4169,NONE,2 HOUR,Edmonton St,0800 - 1730,2,2.75,204268,"Paystation, PaybyPhone",Downtown,POINT (-97.1459799919717 49.8899123843953),"MULTILINESTRING ((-97.1459569679209 49.8898699878925, -97.1460030171281 49.8899547828548))"
280,PBP-154,"AM, PM",2 HOUR,Portage Ave,0900 - 1530,2,1.75,204367,PaybyPhone Only,Downtown,POINT (-97.1515438384233 49.8905444714199),"MULTILINESTRING ((-97.1514649049441 49.8905735224674, -97.15162276953 49.8905154211571))"
164,3445,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,11,2.75,204601,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1543643306665 49.9026069459498),"MULTILINESTRING ((-97.1540215121765 49.9024968423894, -97.1547071503409 49.9027170483774))"
716,PBP-153,NONE,4 HOUR,William Ave,0800 - 1730,2,2.75,204642,PaybyPhone Only,Health Science Centre,POINT (-97.1647619139981 49.9070309122526),"MULTILINESTRING ((-97.1646700760363 49.9070014320172, -97.1648537520234 49.9070603923998))"
246,3140,"AM, PM",2 HOUR,Broadway,0900 - 1530,12,1.75,204231,"Paystation, PaybyPhone",Downtown,POINT (-97.148376717688 49.8856337987095),"MULTILINESTRING ((-97.1478229539151 49.8857593498765, -97.1478470067929 49.885753896597, -97.148510196489 49.8856035354589, -97.1489295651347 49.8855065573532))"
12,7208,NONE,2 HOUR,Fort St,0800 - 1730,4,1.75,204279,"Paystation, PaybyPhone",Downtown,POINT (-97.1357929880214 49.8874480070626),"MULTILINESTRING ((-97.1357241030598 49.8873206774377, -97.1358618732358 49.8875753364423))"
613,3203,AM,2 HOUR,Smith St,0900 - 1730,9,1.75,204402,"Paystation, PaybyPhone",Downtown,POINT (-97.139458981624 49.8887484258703),"MULTILINESTRING ((-97.1393125799194 49.8884790972912, -97.1396053851779 49.8890177546611))"
2379,4494,NONE,2 HOUR,Amy St,0800 - 1730,3,1.75,204492,"Paystation, PaybyPhone",Exchange,POINT (-97.1343347762798 49.8992345749654),"MULTILINESTRING ((-97.1343949300118 49.8991643194359, -97.1342746226395 49.899304830152))"
84,3378,NONE,2 HOUR,Rupert Ave,0800 - 1730,2,1.75,204569,"Paystation, PaybyPhone",Exchange,POINT (-97.1367566779691 49.9006550909086),"MULTILINESTRING ((-97.136695530106 49.9006355687488, -97.1368178340595 49.9006746156472))"
581,4243,NONE,2 HOUR,Fort St,0800 - 1730,1,1.75,204278,"Paystation, PaybyPhone",Downtown,POINT (-97.1369215305863 49.8894781565827),"MULTILINESTRING ((-97.1369100540371 49.8894569364115, -97.1369330095362 49.8894993811728))"
151,3362,NONE,4 HOUR,McDermot Ave,0800 - 1730,7,2.75,204620,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1553069557785 49.9018905046584),"MULTILINESTRING ((-97.15500473328 49.9017936914427, -97.1556091786692 49.9019873168258))"
654,PBP-146,PM,2 HOUR,Donald St,0800 - 1530,1,1.75,204262,PaybyPhone Only,Downtown,POINT (-97.1397012640911 49.8865050791415),"MULTILINESTRING ((-97.1396820790706 49.8864697336777, -97.1397204479821 49.8865404224692))"
550,PBP-060,NONE,2 HOUR,Rorie St,0800 - 1730,1,2.75,204563,PaybyPhone Only,Exchange,POINT (-97.1366617580798 49.897766386543),"MULTILINESTRING ((-97.1366718461472 49.897744870952, -97.1366516704758 49.8977879011255))"
56,3182,NONE,2 HOUR,Portage Ave,0800 - 1730,4,2.75,204362,"Paystation, PaybyPhone",Downtown,POINT (-97.1418029542391 49.894428501841),"MULTILINESTRING ((-97.1416819535046 49.8944729559361, -97.1419239532996 49.8943840481532))"
751,PBP-171,NONE,4 HOUR,Kate St,0800 - 1730,2,2.75,204610,PaybyPhone Only,Health Science Centre,POINT (-97.1534395853322 49.9010113469314),"MULTILINESTRING ((-97.1534869559562 49.9009495658279, -97.1533922156156 49.9010731266739))"
423,7239,"AM, PM",2 HOUR,Broadway,0900 - 1530,2,1.75,204234,"Paystation, PaybyPhone",Downtown,POINT (-97.139347552644 49.8879645442003),"MULTILINESTRING ((-97.1392268784188 49.8879919083248, -97.1394682280663 49.8879371796482))"
820,PBP-214,NONE,2 HOUR,King St,0800 - 1730,4,1.75,204320,"Paystation, PaybyPhone",Downtown,POINT (-97.1386058500205 49.9014601919693),"MULTILINESTRING ((-97.1386722161467 49.9013798773404, -97.1385394852114 49.9015405046991))"
2911,3109,"AM, PM",2 HOUR,Donald St,0900 - 1530,2,2.75,204253,"Paystation, PaybyPhone",Downtown,POINT (-97.1440214049639 49.8948167097134),"MULTILINESTRING ((-97.1440052842654 49.8947870105342, -97.1440375265357 49.8948464104626))"
403,3148,"AM, PM",2 HOUR,Broadway,0900 - 1530,6,2.75,204219,"Paystation, PaybyPhone",Downtown,POINT (-97.1436651384013 49.8866982524559),"MULTILINESTRING ((-97.1434038734046 49.8867573693636, -97.1439264044974 49.8866391345675))"
1616,4863,NONE,2 HOUR,Vaughan St,0800 - 1730,4,2.75,204426,"Paystation, PaybyPhone",Downtown,POINT (-97.1484874855783 49.8894988949254),"MULTILINESTRING ((-97.1484414523077 49.8894140524786, -97.1485335190557 49.8895837374368))"
1001,3144,"AM, PM",2 HOUR,Smith St,0900 - 1530,4,1.75,204399,"Paystation, PaybyPhone",Downtown,POINT (-97.1399977924219 49.8901169456329),"MULTILINESTRING ((-97.1399516784024 49.8900321019232, -97.1400439066321 49.8902017893768))"
51,PBP-198,"AM, PM",2 HOUR,Main St,0900 - 1530,6,1.75,204328,PaybyPhone Only,Downtown,POINT (-97.1369038956912 49.8930234963148),"MULTILINESTRING ((-97.1368342150708 49.8928963468524, -97.1369735767766 49.8931506459138))"
937,4879,NONE,2 HOUR,Hargrave St,0800 - 1730,3,1.75,204296,"Paystation, PaybyPhone",Downtown,POINT (-97.1410024294369 49.8862504515291),"MULTILINESTRING ((-97.1409582672225 49.8861690882694, -97.1410465918402 49.8863318148457))"
471,3423,NONE,2 HOUR,King St,0800 - 1730,3,2.75,204512,"Paystation, PaybyPhone",Exchange,POINT (-97.1422332688429 49.8968657612144),"MULTILINESTRING ((-97.1422843648002 49.8967992803648, -97.1421821707678 49.8969322446136))"
213,PBP-179,AM,2 HOUR,Main St,0900 - 1730,5,1.75,204340,"Paystation, PaybyPhone",Downtown,POINT (-97.1364216910514 49.9021486725822),"MULTILINESTRING ((-97.1365017081369 49.9020487196228, -97.136482435362 49.9020725928079, -97.1363418401885 49.9022486821215))"
2446,4879,NONE,2 HOUR,Hargrave St,0800 - 1730,4,1.75,204296,"Paystation, PaybyPhone",Downtown,POINT (-97.1413812724753 49.8869484099265),"MULTILINESTRING ((-97.1413174956068 49.8868309125855, -97.1414450490809 49.887065906176))"
360,PBP-141,NONE,2 HOUR,Carlton St,0800 - 1730,5,2.75,204238,PaybyPhone Only,Downtown,POINT (-97.1448464875462 49.8905389899644),"MULTILINESTRING ((-97.1447890159902 49.8904329354198, -97.1449039600303 49.890645045727))"
1417,3118,NONE,2 HOUR,Carlton St,0800 - 1730,4,2.75,204235,"Paystation, PaybyPhone",Downtown,POINT (-97.1442655452507 49.8898550648815),"MULTILINESTRING ((-97.1442195457993 49.8897702330024, -97.1443115442522 49.8899398956143))"
487,PBP-027,NONE,2 HOUR,Adelaide St,0800 - 1730,3,1.75,204482,PaybyPhone Only,Exchange,POINT (-97.1428403452262 49.8990500910062),"MULTILINESTRING ((-97.1428870569943 49.8989897729686, -97.1427936363184 49.8991104051809))"
711,4861,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,9,2.75,204606,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1637818862533 49.9056230098829),"MULTILINESTRING ((-97.1633958896355 49.9054990910589, -97.1641678845282 49.9057469273209))"
1100,4527,NONE,2 HOUR,Adelaide St,0800 - 1730,5,1.75,204484,"Paystation, PaybyPhone",Exchange,POINT (-97.1441546505018 49.8973506486469),"MULTILINESTRING ((-97.1442324741364 49.897250113986, -97.1440768268547 49.897451182853))"
327,4525,NONE,2 HOUR,Edmonton St,0800 - 1730,2,1.75,204795,"Paystation, PaybyPhone",West End,POINT (-97.1486991119198 49.894975035326),"MULTILINESTRING ((-97.1486637087731 49.8949098518215, -97.1487345168466 49.8950402219212))"
1150,4882,"AM, PM",4 HOUR,Sherbrook St,0900 - 1530,4,2.75,204631,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1553986897381 49.9043759105492),"MULTILINESTRING ((-97.1554916248827 49.9042554743822, -97.1553057536903 49.904496347211))"
2245,3294,NONE,4 HOUR,William Ave,0800 - 1730,4,2.75,204638,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1559190556877 49.9043343994058),"MULTILINESTRING ((-97.1557540133857 49.904281401602, -97.1560841024149 49.9043873982799))"
809,PBP-100,NONE,2 HOUR,Carlton St,0800 - 1730,7,1.75,204793,PaybyPhone Only,West End,POINT (-97.148115726567 49.8971645728528),"MULTILINESTRING ((-97.148136873253 49.8970092287914, -97.1481355972059 49.8970348869956, -97.1481122117208 49.8971875124471, -97.1480895200405 49.8972710116788, -97.1480726943265 49.8973179258184))"
369,4165,NONE,2 HOUR,Hargrave St,0800 - 1730,1,1.75,204293,"Paystation, PaybyPhone",Downtown,POINT (-97.1435372875995 49.890828603666),"MULTILINESTRING ((-97.1435224916085 49.8908013517523, -97.1435520869318 49.8908558617014))"
601,4258,PM,2 HOUR,York Ave,0800 - 1530,4,1.75,204452,"Paystation, PaybyPhone",Downtown,POINT (-97.1374867081068 49.8899248634969),"MULTILINESTRING ((-97.1372807176935 49.889971515614, -97.137692699244 49.8898782107608))"
345,4554,NONE,2 HOUR,Carlton St,0800 - 1730,2,2.75,204242,"Paystation, PaybyPhone",Downtown,POINT (-97.1466212316465 49.8941955961453),"MULTILINESTRING ((-97.1465982228051 49.8941531635336, -97.1466442412137 49.8942380300162))"
2699,PBP-011,"AM, PM",4 HOUR,Lydia St,0900 - 1730,2,2.75,204614,PaybyPhone Only,Health Science Centre,POINT (-97.155118535318 49.9007183315765),"MULTILINESTRING ((-97.15516508253 49.9006570212603, -97.1550719887175 49.9007796409127))"
294,4169,NONE,2 HOUR,Edmonton St,0800 - 1730,2,2.75,204268,"Paystation, PaybyPhone",Downtown,POINT (-97.1464785625223 49.8908303625186),"MULTILINESTRING ((-97.1464555376161 49.8907879661099, -97.1465015885325 49.8908727608811))"
1163,4547,NONE,2 HOUR,Garry St,0800 - 1730,3,1.75,204286,"Paystation, PaybyPhone",Downtown,POINT (-97.1365960841378 49.8862366585412),"MULTILINESTRING ((-97.1365431416322 49.8861390704411, -97.1366490282186 49.886334249126))"
190,4486,NONE,2 HOUR,Waterfront Dr,0800 - 1730,12,1.75,204571,"Paystation, PaybyPhone",Exchange,POINT (-97.1327671114683 49.8990960023758),"MULTILINESTRING ((-97.1330299181386 49.8987883834831, -97.1328819305627 49.8989762806551, -97.1326869043703 49.899179633793, -97.1324661484242 49.8993716991229, -97.132451668229 49.899382176884))"
272,4532,NONE,2 HOUR,Cooper Ave,0800 - 1730,2,1.75,204248,"Paystation, PaybyPhone",Downtown,POINT (-97.1502527590223 49.8883112561333),"MULTILINESTRING ((-97.1501832694943 49.8883088122389, -97.1503222454024 49.8883136998753))"
2913,PBP-088,NONE,2 HOUR,Stanley St,0800 - 1730,2,1.75,204709,PaybyPhone Only,No Biz Zone,POINT (-97.1395676995127 49.9039439617223),"MULTILINESTRING ((-97.1396048135296 49.9038956264885, -97.1395305845391 49.9039922980932))"
625,PBP-026,"AM, PM",2 HOUR,York Ave,0900 - 1530,5,1.75,204447,PaybyPhone Only,Downtown,POINT (-97.1394168844928 49.8896076047282),"MULTILINESTRING ((-97.1392068676389 49.8896552491913, -97.1396269031227 49.8895599593888))"
500,PBP-121,NONE,9.5 HOUR,Edwin St,0800 - 1730,3,1.75,204683,PaybyPhone Only,No Biz Zone,POINT (-97.1323820680145 49.9011039939368),"MULTILINESTRING ((-97.1324591805968 49.9010032103856, -97.1323049566238 49.9012047754583))"
1959,PBP-006,NONE,2 HOUR,Lily St,0800 - 1730,4,1.75,204527,PaybyPhone Only,Exchange,POINT (-97.1336345049461 49.901014727693),"MULTILINESTRING ((-97.1337114727351 49.9009141552468, -97.1335575368116 49.9011153001204))"
541,7227,AM,2 HOUR,Princess St,0900 - 1730,1,1.75,204559,"Paystation, PaybyPhone",Exchange,POINT (-97.1418449812417 49.8989952128281),"MULTILINESTRING ((-97.1418730251265 49.8989590271192, -97.1418169393913 49.8990313958509))"
206,PBP-008,NONE,9.5 HOUR,George Ave,0800 - 1730,4,1.75,204696,PaybyPhone Only,No Biz Zone,POINT (-97.1321607142424 49.9017754375641),"MULTILINESTRING ((-97.1319643182567 49.9017124516739, -97.1322931254626 49.901817902707, -97.1323641925136 49.9018131847047))"
506,PBP-147,AM,2 HOUR,Princess St,0900 - 1730,4,1.75,204554,PaybyPhone Only,Exchange,POINT (-97.1404425145692 49.9010446632475),"MULTILINESTRING ((-97.1405320259799 49.9009277935501, -97.1405265903165 49.9009348906835, -97.1403530046994 49.9011615301971))"
905,PBP-208,NONE,2 HOUR,Rupert Ave,0800 - 1730,2,1.75,204567,"Paystation, PaybyPhone",Exchange,POINT (-97.134487364844 49.8998207111436),"MULTILINESTRING ((-97.1344136064969 49.8997971595962, -97.1345611275357 49.8998442640085))"
98,3378,NONE,2 HOUR,Rupert Ave,0800 - 1730,3,1.75,204569,"Paystation, PaybyPhone",Exchange,POINT (-97.1363206149456 49.9005132013876),"MULTILINESTRING ((-97.136187680898 49.9004707598577, -97.1364535492103 49.9005556427602))"
745,PBP-088,NONE,2 HOUR,Stanley St,0800 - 1730,2,1.75,204709,PaybyPhone Only,No Biz Zone,POINT (-97.1393411418465 49.9042417319628),"MULTILINESTRING ((-97.1393789020058 49.9041925559206, -97.1393033840718 49.9042909047868))"
144,PBP-034,NONE,2 HOUR,Arthur St,0800 - 1730,2,2.75,204494,PaybyPhone Only,Exchange,POINT (-97.1418677106477 49.8963168200998),"MULTILINESTRING ((-97.1418988971596 49.8962766239766, -97.1418365248617 49.896357015212))"
224,4182,NONE,2 HOUR,Selkirk Ave,0800 - 1730,6,1.75,204741,"Paystation, PaybyPhone",Selkirk,POINT (-97.1432222573543 49.9151480392726),"MULTILINESTRING ((-97.1430374308024 49.9150888012214, -97.1434070843963 49.9152072770415))"
1960,PBP-005,NONE,2 HOUR,William Ave,0800 - 1730,5,1.75,204434,PaybyPhone Only,Downtown,POINT (-97.1405472725908 49.8994118003367),"MULTILINESTRING ((-97.1403255215197 49.8993416446581, -97.1403554068912 49.8993501597779, -97.1407683880362 49.8994828373528))"
435,4219,NONE,2 HOUR,McDermot Ave,0800 - 1730,3,1.75,204544,"Paystation, PaybyPhone",Exchange,POINT (-97.1420111194326 49.897512557867),"MULTILINESTRING ((-97.1418831139588 49.8974714549308, -97.142139124913 49.8975536605944))"
1021,3363,NONE,4 HOUR,McDermot Ave,0800 - 1730,4,2.75,204621,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1589541555776 49.9030543813542),"MULTILINESTRING ((-97.1587723395061 49.9029961474583, -97.1591359704501 49.9031126144412))"
36,4236,NONE,2 HOUR,Fort St,0800 - 1730,5,2.75,204281,"Paystation, PaybyPhone",Downtown,POINT (-97.1389531261012 49.8932381919372),"MULTILINESTRING ((-97.1388957195451 49.8931320825531, -97.1390105324985 49.8933443005327))"
1102,4527,NONE,2 HOUR,Adelaide St,0800 - 1730,7,1.75,204484,"Paystation, PaybyPhone",Exchange,POINT (-97.143792373648 49.8978224051771),"MULTILINESTRING ((-97.1439005595924 49.8976826506658, -97.143684187663 49.8979621588305))"
641,PBP-071,"AM, PM",2 HOUR,Main St,0900 - 1530,4,1.75,204334,PaybyPhone Only,Downtown,POINT (-97.1350515906894 49.8896352749049),"MULTILINESTRING ((-97.1349986623709 49.8895359632124, -97.1351045180011 49.8897345842755))"
116,PBP-167,NONE,2 HOUR,Princess St,0800 - 1730,6,1.75,204379,PaybyPhone Only,Downtown,POINT (-97.1401583124111 49.9011321932336),"MULTILINESTRING ((-97.1402767620555 49.9009775424053, -97.1401743919903 49.9011111994276, -97.1401003686859 49.9012078454986, -97.1400906328864 49.9012205566891, -97.1400398599869 49.9012868460337))"
825,PBP-112,NONE,2 HOUR,Princess St,0800 - 1730,4,1.75,204381,PaybyPhone Only,Downtown,POINT (-97.1391177943506 49.9027717746392),"MULTILINESTRING ((-97.1391739995194 49.9026983976776, -97.1391516679488 49.9027275506944, -97.1390615908734 49.9028451513339))"
690,PBP-096,PM,2 HOUR,Hargrave St,0800 - 1530,5,1.75,204801,PaybyPhone Only,West End,POINT (-97.1461938775066 49.8966195209991),"MULTILINESTRING ((-97.1462713585442 49.8965188805928, -97.1461163953639 49.8967201623694))"
269,3384,NONE,2 HOUR,Edmonton St,0800 - 1730,5,2.75,204263,"Paystation, PaybyPhone",Downtown,POINT (-97.1444269321661 49.8870562239707),"MULTILINESTRING ((-97.1443442306865 49.8869039235964, -97.1445096337264 49.8872085234736))"
172,3193,NONE,4 HOUR,Pearl St,0800 - 1730,4,2.75,204627,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1603750970431 49.9022133887505),"MULTILINESTRING ((-97.1604617648903 49.9021010678305, -97.1602884290941 49.9023257092148))"
799,PBP-020,NONE,2 HOUR,Ellen St,0800 - 1730,9,1.75,204690,PaybyPhone Only,No Biz Zone,POINT (-97.1438818283887 49.903547716018),"MULTILINESTRING ((-97.1439258666577 49.9034916250411, -97.1438516924776 49.9035860996558, -97.1438377958434 49.9036037995567))"
1069,4224,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,3,2.75,204501,"Paystation, PaybyPhone",Exchange,POINT (-97.140793724259 49.8981215072834),"MULTILINESTRING ((-97.1406690914318 49.8980814483843, -97.1409183570578 49.8981615659733))"
2539,2517,NONE,2 HOUR,Fort St,0800 - 1730,1,1.75,204273,"Paystation, PaybyPhone",Downtown,POINT (-97.1357282893915 49.887595491159),"MULTILINESTRING ((-97.135710380487 49.8875623877206, -97.1357461977395 49.8876285935208))"
558,7224,NONE,2 HOUR,James Ave,0800 - 1730,9,1.75,204510,"Paystation, PaybyPhone",Exchange,POINT (-97.1348336509912 49.899151437868),"MULTILINESTRING ((-97.1346008738183 49.8990769342359, -97.1350664280657 49.8992259407726))"
1095,PBP-134,NONE,2 HOUR,Ross Ave,0800 - 1730,4,1.75,204390,PaybyPhone Only,Downtown,POINT (-97.1404625751805 49.9013948697146),"MULTILINESTRING ((-97.1403378901136 49.9013548696614, -97.1405872629507 49.901434870435))"
2308,7218,NONE,2 HOUR,Kennedy St,0800 - 1730,4,2.75,204315,"Paystation, PaybyPhone",Downtown,POINT (-97.1477330228224 49.8904220807238),"MULTILINESTRING ((-97.1476724038766 49.8903103680796, -97.147793641871 49.8905337930089))"
2239,PBP-153,NONE,4 HOUR,William Ave,0800 - 1730,6,2.75,204642,PaybyPhone Only,Health Science Centre,POINT (-97.1633490474291 49.906578798231),"MULTILINESTRING ((-97.1630990447363 49.9064985419089, -97.1635990500768 49.9066590537341))"
481,PBP-136,NONE,2 HOUR,Notre Dame Ave,0800 - 1730,5,1.75,204353,PaybyPhone Only,Downtown,POINT (-97.1431414408133 49.8962233409843),"MULTILINESTRING ((-97.1429305731602 49.8961557551995, -97.1430769412384 49.8962026681042, -97.1433523120072 49.8962909273341))"
2924,PBP-128,NONE,2 HOUR,Elgin Ave,0800 - 1730,3,1.75,204684,PaybyPhone Only,No Biz Zone,POINT (-97.1420761336502 49.9009588739337),"MULTILINESTRING ((-97.1419215929029 49.900909182141, -97.1422306727297 49.9010085648824))"
512,PBP-086,"AM, PM",2 HOUR,York Ave,0900 - 1530,3,1.75,204459,PaybyPhone Only,Downtown,POINT (-97.1407950406176 49.8892960107291),"MULTILINESTRING ((-97.1406661840243 49.8893252493596, -97.1409238976888 49.889266771812))"
725,PBP-128,NONE,2 HOUR,Elgin Ave,0800 - 1730,8,1.75,204684,PaybyPhone Only,No Biz Zone,POINT (-97.144138572201 49.9016043633342),"MULTILINESTRING ((-97.1437642713895 49.9014846750504, -97.1445128753588 49.9017240505695))"
1061,4222,NONE,2 HOUR,McDermot Ave,0800 - 1730,5,2.75,204540,"Paystation, PaybyPhone",Exchange,POINT (-97.140654703997 49.8971924585909),"MULTILINESTRING ((-97.1404235093404 49.8971227373644, -97.1408815283398 49.8972608612222, -97.140885862659 49.8972622496278))"
2558,PBP-115,"AM, PM",2 HOUR,Notre Dame Ave,0900 - 1530,2,1.75,204354,PaybyPhone Only,Downtown,POINT (-97.1448518995989 49.8969130819914),"MULTILINESTRING ((-97.1447781199674 49.8968894364008, -97.1449256754208 49.8969367262911))"
121,PBP-063,NONE,2 HOUR,Ross Ave,0800 - 1730,3,1.75,204391,PaybyPhone Only,Downtown,POINT (-97.1410025220479 49.901426306868),"MULTILINESTRING ((-97.1409090065377 49.9013963068601, -97.1410960369797 49.9014563065778))"
818,PBP-019,NONE,2 HOUR,Princess St,0800 - 1730,3,1.75,204384,PaybyPhone Only,Downtown,POINT (-97.137576209274 49.9047347314086),"MULTILINESTRING ((-97.1375874949002 49.9046747176205, -97.1375649236241 49.9047947451721))"
445,PBP-027,NONE,2 HOUR,Adelaide St,0800 - 1730,1,1.75,204482,PaybyPhone Only,Downtown,POINT (-97.1423377807347 49.8996991061281),"MULTILINESTRING ((-97.1423533508272 49.8996790013972, -97.1423222097551 49.8997192119858))"
784,3170,NONE,4 HOUR,Tache Ave,0800 - 1730,8,2.75,204770,"Paystation, PaybyPhone",St Boniface,POINT (-97.123687621629 49.8855327281656),"MULTILINESTRING ((-97.1236699716662 49.885327183016, -97.1237052717849 49.8857382738103))"
398,PBP-182,NONE,2 HOUR,St Mary Ave,0800 - 1730,5,1.75,204408,PaybyPhone Only,Downtown,POINT (-97.1409385986163 49.8909204524807),"MULTILINESTRING ((-97.1407744655216 49.890957741963, -97.1411027311383 49.8908831628392))"
2441,PBP-047,NONE,2 HOUR,Kennedy St,0800 - 1730,1,1.75,204314,PaybyPhone Only,Downtown,POINT (-97.1445643894811 49.8849222240673),"MULTILINESTRING ((-97.1445478133626 49.8848916039464, -97.1445809667208 49.8849528462183))"
178,3185,NONE,4 HOUR,McDermot Ave,0800 - 1730,5,2.75,204616,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1614698532193 49.9038633719774),"MULTILINESTRING ((-97.1612645359534 49.9037968858672, -97.1616751708838 49.9039298576709))"
1818,PBP-061,NONE,2 HOUR,Rorie St,0800 - 1730,2,2.75,204565,PaybyPhone Only,Exchange,POINT (-97.1363019513106 49.8983607891734),"MULTILINESTRING ((-97.1363532676587 49.8982938339734, -97.136254459009 49.8984227547483, -97.1362506303609 49.8984277502783))"
833,PBP-139,NONE,2 HOUR,Hargrave St,0800 - 1730,2,1.75,204507,PaybyPhone Only,Exchange,POINT (-97.1436262746293 49.8996608434255),"MULTILINESTRING ((-97.1436667770943 49.8996085762457, -97.1435857713515 49.899713111527))"
2800,PBP-157,NONE,9.5 HOUR,Dominion St,0800 - 1730,7,1.75,204794,PaybyPhone Only,West End,POINT (-97.1781248977431 49.8852065972028),"MULTILINESTRING ((-97.1781518266934 49.8850036476844, -97.1781323883248 49.8850371124251, -97.1781191153724 49.8853374305266, -97.1781226183952 49.8854003844424, -97.1781217425696 49.8854117888679))"
1081,4226,NONE,2 HOUR,Kennedy St,0800 - 1730,4,2.75,204309,"Paystation, PaybyPhone",Downtown,POINT (-97.1455733262936 49.8868189755986),"MULTILINESTRING ((-97.1455022581515 49.8866880830133, -97.1456443953401 49.8869498690962))"
2899,4547,NONE,2 HOUR,Garry St,0800 - 1730,2,1.75,204286,"Paystation, PaybyPhone",Downtown,POINT (-97.1366965735241 49.886417339652),"MULTILINESTRING ((-97.136668259735 49.8863651497451, -97.1367248864588 49.8864695278641))"
1377,2517,NONE,2 HOUR,Fort St,0800 - 1730,5,1.75,204273,"Paystation, PaybyPhone",Downtown,POINT (-97.135881094098 49.8878833892494),"MULTILINESTRING ((-97.1358067927399 49.8877460494119, -97.135955396616 49.8880207304018))"
1037,PBP-156,"AM, PM",2 HOUR,Colony St,0900 - 1530,1,1.75,204245,PaybyPhone Only,Downtown,POINT (-97.1512734030698 49.8920622792731),"MULTILINESTRING ((-97.1512617162933 49.8920411367834, -97.1512850916627 49.8920834250291))"
76,4494,NONE,2 HOUR,Amy St,0800 - 1730,4,1.75,204492,"Paystation, PaybyPhone",Exchange,POINT (-97.1341150507559 49.8994911976261),"MULTILINESTRING ((-97.1342072750065 49.8993834871241, -97.1341074446436 49.8995000809283, -97.1340228320838 49.8995989009807))"
217,PBP-087,NONE,2 HOUR,Selkirk Ave,0800 - 1730,21,1.75,204744,PaybyPhone Only,Selkirk,POINT (-97.1472616650962 49.9163214209294),"MULTILINESTRING ((-97.1466064317699 49.9161109845435, -97.1466087632247 49.9161118021518, -97.1473876629036 49.9163618727876, -97.1479156874737 49.9165313939719, -97.1479169452678 49.9165317977798))"
234,PBP-125,"AM, PM",2 HOUR,Portage Ave,0900 - 1530,2,1.75,204552,PaybyPhone Only,West End,POINT (-97.1544579814966 49.8897820105858),"MULTILINESTRING ((-97.1543641345408 49.8898143726859, -97.1545394251987 49.8897539255161, -97.1545521557721 49.8897501184188))"
899,PBP-166,NONE,2 HOUR,Pacific Ave,0800 - 1730,10,1.75,204356,PaybyPhone Only,Downtown,POINT (-97.1421467013869 49.9028264022911),"MULTILINESTRING ((-97.1418349611357 49.902726427261, -97.1424584416356 49.9029263760703))"
2252,PBP-211,"AM, PM",4 HOUR,Notre Dame Ave,0900 - 1530,1,2.75,204624,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1621343566321 49.9024429265488),"MULTILINESTRING ((-97.1620825505001 49.9024263925378, -97.162186171622 49.9024594633524))"
1144,4892,NONE,2 HOUR,King St,0800 - 1730,7,1.75,204319,"Paystation, PaybyPhone",Downtown,POINT (-97.1368269073173 49.9034435747175),"MULTILINESTRING ((-97.1369389774464 49.9032971122042, -97.1367148374986 49.9035900358277))"
418,3217,PM,2 HOUR,Donald St,0800 - 1530,2,1.75,204260,"Paystation, PaybyPhone",Downtown,POINT (-97.1414025322668 49.8900014687606),"MULTILINESTRING ((-97.141379503816 49.8899590410145, -97.1414255613903 49.890043897667))"
